image_path,lat,lon,country,continent,city,size
/home/user/data/geoclip/-0.0110533712431788_37.56660461425781_kenya_1.png,-0.0110533712431788,37.56660461425781,kenya,Africa,,150845
/home/user/data/geoclip/-0.0110533712431788_37.56660461425781_kenya_2.png,-0.0110533712431788,37.56660461425781,kenya,Africa,,85142
/home/user/data/geoclip/-0.0110533712431788_37.56660461425781_kenya_3.png,-0.0110533712431788,37.56660461425781,kenya,Africa,,105173
/home/user/data/geoclip/-0.0110533712431788_37.56660461425781_kenya_4.png,-0.0110533712431788,37.56660461425781,kenya,Africa,,90801
/home/user/data/geoclip/-0.0216325893998146_36.36164093017578_kenya_1.png,-0.0216325893998146,36.36164093017578,kenya,Africa,,54738
/home/user/data/geoclip/-0.0216325893998146_36.36164093017578_kenya_2.png,-0.0216325893998146,36.36164093017578,kenya,Africa,,68445
/home/user/data/geoclip/-0.0216325893998146_36.36164093017578_kenya_3.png,-0.0216325893998146,36.36164093017578,kenya,Africa,,45249
/home/user/data/geoclip/-0.0216325893998146_36.36164093017578_kenya_4.png,-0.0216325893998146,36.36164093017578,kenya,Africa,,56662
/home/user/data/geoclip/-0.0562596917152404_35.14970397949219_kenya_1.png,-0.0562596917152404,35.14970397949219,kenya,Africa,,55761
/home/user/data/geoclip/-0.0562596917152404_35.14970397949219_kenya_2.png,-0.0562596917152404,35.14970397949219,kenya,Africa,,73118
/home/user/data/geoclip/-0.0562596917152404_35.14970397949219_kenya_3.png,-0.0562596917152404,35.14970397949219,kenya,Africa,,54651
/home/user/data/geoclip/-0.0562596917152404_35.14970397949219_kenya_4.png,-0.0562596917152404,35.14970397949219,kenya,Africa,,49676
/home/user/data/geoclip/-0.074546068906784_-78.44131469726562_ecuador_1.png,-0.074546068906784,-78.44131469726562,ecuador,South America,,75901
/home/user/data/geoclip/-0.074546068906784_-78.44131469726562_ecuador_2.png,-0.074546068906784,-78.44131469726562,ecuador,South America,,98040
/home/user/data/geoclip/-0.074546068906784_-78.44131469726562_ecuador_3.png,-0.074546068906784,-78.44131469726562,ecuador,South America,,78651
/home/user/data/geoclip/-0.074546068906784_-78.44131469726562_ecuador_4.png,-0.074546068906784,-78.44131469726562,ecuador,South America,,75376
