image_path,lat,lon,country,continent,city,size
/home/user/data/geoclip/-1.056867003440857_37.20905685424805_kenya_3.png,-1.056867003440857,37.20905685424805,kenya,Africa,,45028
/home/user/data/geoclip/-1.3268797397613523_36.85028839111328_kenya_3.png,-1.3268797397613523,36.85028839111328,kenya,Africa,,58808
/home/user/data/geoclip/-1.223993897438049_35.262813568115234_kenya_1.png,-1.223993897438049,35.262813568115234,kenya,Africa,,46353
/home/user/data/geoclip/-0.5329132676124573_34.72760391235352_kenya_1.png,-0.5329132676124573,34.72760391235352,kenya,Africa,,57451
/home/user/data/geoclip/-3.990187883377075_39.57994842529297_kenya_1.png,-3.990187883377075,39.57994842529297,kenya,Africa,,78126
/home/user/data/geoclip/-1.058655023574829_-80.45985412597656_ecuador_2.png,-1.058655023574829,-80.45985412597656,ecuador,South America,,60649
/home/user/data/geoclip/-1.5168824195861816_-78.71324920654297_ecuador_3.png,-1.5168824195861816,-78.71324920654297,ecuador,South America,,46582
/home/user/data/geoclip/-3.983148097991944_-80.02982330322266_ecuador_1.png,-3.983148097991944,-80.02982330322266,ecuador,South America,,52964
/home/user/data/geoclip/-0.3338196575641632_-78.4405746459961_ecuador_1.png,-0.3338196575641632,-78.4405746459961,ecuador,South America,,97396
/home/user/data/geoclip/-2.156399965286255_-79.83031463623047_ecuador_4.png,-2.156399965286255,-79.83031463623047,ecuador,South America,,69651
/home/user/data/geoclip/-26.88873863220215_-69.0302734375_chile_3.png,-26.88873863220215,-69.0302734375,chile,South America,,75085
/home/user/data/geoclip/-33.045433044433594_-71.58700561523438_chile_1.png,-33.045433044433594,-71.58700561523438,chile,South America,,66407
/home/user/data/geoclip/-30.159818649291992_-71.37037658691406_chile_4.png,-30.159818649291992,-71.37037658691406,chile,South America,,72657
/home/user/data/geoclip/-33.37306213378906_-70.69071960449219_chile_1.png,-33.37306213378906,-70.69071960449219,chile,South America,,84325
/home/user/data/geoclip/-22.95543098449707_-70.28689575195312_chile_2.png,-22.95543098449707,-70.28689575195312,chile,South America,,71572
/home/user/data/geoclip/-20.299379348754883_44.26924514770508_madagascar_3.png,-20.299379348754883,44.26924514770508,madagascar,Africa,,78842
/home/user/data/geoclip/-20.292774200439453_44.2698860168457_madagascar_1.png,-20.292774200439453,44.2698860168457,madagascar,Africa,,27301
/home/user/data/geoclip/-18.925765991210938_47.53049087524414_madagascar_3.png,-18.925765991210938,47.53049087524414,madagascar,Africa,,116476
/home/user/data/geoclip/-18.555164337158203_43.86051177978516_madagascar_1.png,-18.555164337158203,43.86051177978516,madagascar,Africa,,76301
/home/user/data/geoclip/-22.235746383666992_43.23691940307617_madagascar_1.png,-22.235746383666992,43.23691940307617,madagascar,Africa,,79191
